CaseMasterID,CrimeNo,CrimeRegisteredDate,PoliceStation,District,CaseCategory,Gravity,CrimeMajorHead,CrimeMinorHead,CaseStatus,Court,IncidentFromDate,latitude,longitude,BriefFacts,FinalReportType
1506,100060019202600020,2026-10-18,Kalaburagi Station Bazaar PS,Kalaburagi,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Charge Sheeted,Kalaburagi District & Sessions Court,2026-10-16 07:00:00,17.337504,76.824727,Activa scooter KA-02-GA-7681 stolen from parking area near MG Road between 0930 and 1900 hours.,A
1507,100010008202400016,2024-04-02,Cubbon Park PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Public Order,Unlawful Assembly,Charge Sheeted,Bengaluru City District & Sessions Court,2024-03-31 08:00:00,12.967794,77.577076,Complainant reported the incident of unlawful assembly which occurred near Yelahanka New Town. Investigation taken up.,A
1508,100010006202500024,2025-03-02,Upparpet PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Closed - Undetected,Bengaluru City District & Sessions Court,2025-03-01 15:00:00,12.950463,77.592955,Complainant reported the incident of ordinary theft which occurred near Belagavi Fort Road. Investigation taken up.,C
1509,100030015202500013,2025-05-12,Mysuru Lakshmipuram PS,Mysuru,FIR,Non-Heinous,Crimes Against Property,House Burglary,Closed - Undetected,Mysuru District & Sessions Court,2025-05-12 00:00:00,12.318439,76.660068,House breaking at Shivajinagar; accused gained entry through rear window and stole valuables worth approx Rs. 25000.,C
1510,100010012202600014,2026-10-10,Yelahanka PS,Bengaluru City,FIR,Non-Heinous,Cyber Crimes,Online Financial Fraud,Closed - Undetected,Bengaluru City District & Sessions Court,2026-10-09 07:00:00,13.123129,77.589119,"Complainant received a call from unknown person posing as bank official and was induced to share OTP, following which Rs. 80000 was fraudulently transferred from his account.",C
1511,100010009202100017,2021-11-07,Jayanagar PS,Bengaluru City,FIR,Heinous,Crimes Against Property,Robbery,Closed - Undetected,Bengaluru City District & Sessions Court,2021-11-05 12:00:00,12.931949,77.582746,Complainant reported the incident of robbery which occurred near Electronic City Phase 1. Investigation taken up.,C
1512,100060019202400017,2024-07-07,Kalaburagi Station Bazaar PS,Kalaburagi,FIR,Non-Heinous,Crimes Against Property,Chain Snatching,Convicted,Kalaburagi District & Sessions Court,2024-07-07 20:00:00,17.352452,76.854051,Two persons on a red Activa scooter approached the complainant walking near MG Road and the pillion rider snatched the gold chain weighing approx 25 grams from her neck and sped away towards ring road.,A
1513,100010010202100023,2021-05-08,Koramangala PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Chain Snatching,Acquitted,Bengaluru City District & Sessions Court,2021-05-07 10:00:00,12.922912,77.635245,Two persons on a black Pulsar motorcycle approached the complainant walking near Koramangala 5th Block and the pillion rider snatched the gold chain weighing approx 30 grams from her neck and sped away towards Majestic.,A
1514,100010011202100012,2021-09-03,Whitefield PS,Bengaluru City,FIR,Heinous,Crimes Against Women,Molestation,Closed - False Case,Bengaluru City District & Sessions Court,2021-09-01 22:00:00,12.944755,77.730033,Complainant reported the incident of molestation which occurred near Shivajinagar. Investigation taken up.,B
1515,100010010202600023,2026-04-27,Koramangala PS,Bengaluru City,FIR,Non-Heinous,Economic Offences,Cheating,Closed - Undetected,Bengaluru City District & Sessions Court,2026-04-27 06:00:00,12.948327,77.608434,Complainant reported the incident of cheating which occurred near Yelahanka New Town. Investigation taken up.,C
1516,100010006202500025,2025-07-06,Upparpet PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Closed - Undetected,Bengaluru City District & Sessions Court,2025-07-06 01:00:00,12.986159,77.571869,Complainant reported the incident of grievous hurt which occurred near Koramangala 5th Block. Investigation taken up.,C
1517,100020013202600012,2026-06-12,Nelamangala PS,Bengaluru Rural,FIR,Non-Heinous,Crimes Against Property,Chain Snatching,Convicted,Bengaluru Rural District & Sessions Court,2026-06-11 17:00:00,13.125826,77.405477,Two persons on a red Activa scooter approached the complainant walking near Koramangala 5th Block and the pillion rider snatched the gold chain weighing approx 15 grams from her neck and sped away towards Majestic.,A
1518,100010007202400015,2024-03-01,KR Market PS,Bengaluru City,FIR,Non-Heinous,Economic Offences,Cheating,Convicted,Bengaluru City District & Sessions Court,2024-02-28 09:00:00,12.970283,77.553355,Complainant reported the incident of cheating which occurred near Belagavi Fort Road. Investigation taken up.,A
1519,100010010202600024,2026-05-03,Koramangala PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Chain Snatching,Charge Sheeted,Bengaluru City District & Sessions Court,2026-05-01 05:00:00,12.955913,77.646334,Unknown accused on motorcycle snatched 40 gram gold chain from complainant near Electronic City Phase 1 at around 1330 hours and escaped.,A
1520,100080021202500017,2025-03-08,Shivamogga Doddapete PS,Shivamogga,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Convicted,Shivamogga District & Sessions Court,2025-03-06 16:00:00,13.93125,75.569358,Complainant reported the incident of ordinary theft which occurred near Hubballi Old Bus Stand. Investigation taken up.,A
1521,100030016202300014,2023-05-01,Mysuru VV Puram PS,Mysuru,FIR,Non-Heinous,Economic Offences,Cheating,Closed - Undetected,Mysuru District & Sessions Court,2023-05-01 06:00:00,12.302994,76.630859,Complainant reported the incident of cheating which occurred near Malleshwaram 8th Cross. Investigation taken up.,C
1523,100080021202400012,2024-05-13,Shivamogga Doddapete PS,Shivamogga,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Closed - False Case,Shivamogga District & Sessions Court,2024-05-12 19:00:00,13.948096,75.589999,Complainant reported the incident of ordinary theft which occurred near Mysuru Devaraja Market. Investigation taken up.,B
1524,100010006202400023,2024-01-03,Upparpet PS,Bengaluru City,FIR,Non-Heinous,Cyber Crimes,Online Financial Fraud,Closed - Undetected,Bengaluru City District & Sessions Court,2024-01-02 03:00:00,13.003111,77.576663,Online fraud: complainant lost Rs. 350000 in fake part-time job scheme advertised on social media.,C
1525,100060019202500017,2025-12-18,Kalaburagi Station Bazaar PS,Kalaburagi,FIR,Non-Heinous,Crimes Against Property,House Burglary,Closed - False Case,Kalaburagi District & Sessions Court,2025-12-18 18:00:00,17.342148,76.833735,House breaking at Belagavi Fort Road; accused gained entry through rear window and stole valuables worth approx Rs. 200000.,B
1527,100010011202400018,2024-08-21,Whitefield PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Charge Sheeted,Bengaluru City District & Sessions Court,2024-08-19 03:00:00,12.965704,77.775897,Altercation between complainant and accused over land dispute near Yelahanka New Town; accused assaulted complainant with hands and stone causing simple injuries.,A
1528,100020014202100023,2021-02-26,Devanahalli PS,Bengaluru Rural,FIR,Heinous,Crimes Against Body,Attempt to Murder,Charge Sheeted,Bengaluru Rural District & Sessions Court,2021-02-26 18:00:00,13.255885,77.72822,Complainant reported the incident of attempt to murder which occurred near KR Market. Investigation taken up.,A
1529,100020013202500017,2025-10-20,Nelamangala PS,Bengaluru Rural,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Charge Sheeted,Bengaluru Rural District & Sessions Court,2025-10-19 03:00:00,13.074376,77.383566,Complainant reported the incident of grievous hurt which occurred near City Railway Station. Investigation taken up.,A
1530,100050018202300013,2023-12-21,Belagavi Market PS,Belagavi,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Acquitted,Belagavi District & Sessions Court,2023-12-19 11:00:00,15.875946,74.521246,Complainant parked his Splendor motorcycle bearing registration KA-04-AH-8394 near KR Market. On return the vehicle was found stolen.,A
1531,100030016202500018,2025-03-03,Mysuru VV Puram PS,Mysuru,FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Closed - Undetected,Mysuru District & Sessions Court,2025-03-01 17:00:00,12.284479,76.646213,Complainant reported the incident of criminal breach of trust which occurred near Majestic Bus Stand. Investigation taken up.,C
1532,100010009202100018,2021-10-17,Jayanagar PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Public Order,Rioting,Closed - Undetected,Bengaluru City District & Sessions Court,2021-10-15 20:00:00,12.913968,77.606185,Complainant reported the incident of rioting which occurred near MG Road. Investigation taken up.,C
1533,100010011202600015,2026-12-28,Whitefield PS,Bengaluru City,FIR,Heinous,Crimes Against Property,Robbery,Closed - False Case,Bengaluru City District & Sessions Court,2026-12-27 15:00:00,12.973814,77.772846,Complainant reported the incident of robbery which occurred near KR Market. Investigation taken up.,B
1534,100010009202500023,2025-01-09,Jayanagar PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Charge Sheeted,Bengaluru City District & Sessions Court,2025-01-09 15:00:00,12.930574,77.61076,Altercation between complainant and accused over old rivalry near Jayanagar 4th Block; accused assaulted complainant with hands and stone causing simple injuries.,A
1535,100030016202100020,2021-04-04,Mysuru VV Puram PS,Mysuru,FIR,Non-Heinous,Economic Offences,Cheating,Acquitted,Mysuru District & Sessions Court,2021-04-04 16:00:00,12.310146,76.650959,Complainant reported the incident of cheating which occurred near Majestic Bus Stand. Investigation taken up.,A
1536,100020014202500024,2025-12-15,Devanahalli PS,Bengaluru Rural,FIR,Non-Heinous,Crimes Against Property,House Burglary,Closed - False Case,Bengaluru Rural District & Sessions Court,2025-12-15 00:00:00,13.223129,77.708911,Unknown persons broke open the door lock of the complainant's house at Yelahanka New Town during daytime when occupants were away and committed theft of gold ornaments and cash worth Rs. 350000.,B
1537,100010012202400022,2024-06-19,Yelahanka PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Closed - Undetected,Bengaluru City District & Sessions Court,2024-06-18 08:00:00,13.125384,77.577898,Complainant reported the incident of ordinary theft which occurred near Belagavi Fort Road. Investigation taken up.,C
1539,100050018202300014,2023-08-05,Belagavi Market PS,Belagavi,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Charge Sheeted,Belagavi District & Sessions Court,2023-08-03 08:00:00,15.828994,74.471177,Altercation between complainant and accused over money matter near Hubballi Old Bus Stand; accused assaulted complainant with hands and stone causing simple injuries.,A
1540,100050018202600017,2026-10-19,Belagavi Market PS,Belagavi,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Charge Sheeted,Belagavi District & Sessions Court,2026-10-19 18:00:00,15.831798,74.513879,Complainant reported the incident of grievous hurt which occurred near KR Market. Investigation taken up.,A
1541,100020014202300013,2023-10-14,Devanahalli PS,Bengaluru Rural,FIR,Non-Heinous,Economic Offences,Cheating,Charge Sheeted,Bengaluru Rural District & Sessions Court,2023-10-12 05:00:00,13.218969,77.693904,Complainant reported the incident of cheating which occurred near Hebbal Flyover. Investigation taken up.,A
1543,100060019202600021,2026-01-25,Kalaburagi Station Bazaar PS,Kalaburagi,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Closed - Undetected,Kalaburagi District & Sessions Court,2026-01-25 22:00:00,17.329182,76.834904,Activa scooter KA-02-GB-7547 stolen from parking area near Shivajinagar between 0830 and 0700 hours.,C
1544,100010008202300019,2023-01-01,Cubbon Park PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Women,Cruelty by Husband/Relatives,Charge Sheeted,Bengaluru City District & Sessions Court,2022-12-31 14:00:00,12.965105,77.601832,Complainant reported the incident of cruelty by husband/relatives which occurred near Majestic Bus Stand. Investigation taken up.,A
1546,100010009202200010,2022-11-13,Jayanagar PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Chain Snatching,Charge Sheeted,Bengaluru City District & Sessions Court,2022-11-13 14:00:00,12.920271,77.571481,Two persons on a blue Splendor approached the complainant walking near Yelahanka New Town and the pillion rider snatched the gold chain weighing approx 40 grams from her neck and sped away towards Majestic.,A
1548,100010009202300010,2023-02-03,Jayanagar PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,House Burglary,Convicted,Bengaluru City District & Sessions Court,2023-02-02 08:00:00,12.915426,77.564616,House breaking at Malleshwaram 8th Cross; accused gained entry through rear window and stole valuables worth approx Rs. 350000.,A
1550,100070020202500017,2025-07-20,Hubballi Town PS,Hubballi-Dharwad,FIR,Non-Heinous,Economic Offences,Cheating,Charge Sheeted,Hubballi-Dharwad District & Sessions Court,2025-07-19 18:00:00,15.368817,75.130756,Complainant reported the incident of cheating which occurred near Jayanagar 4th Block. Investigation taken up.,A
1552,100010012202500019,2025-09-22,Yelahanka PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Acquitted,Bengaluru City District & Sessions Court,2025-09-21 07:00:00,13.111196,77.583727,Activa scooter KA-05-AE-5462 stolen from parking area near Yelahanka New Town between 2200 and 0900 hours.,A
1554,100080021202200021,2022-11-01,Shivamogga Doddapete PS,Shivamogga,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Acquitted,Shivamogga District & Sessions Court,2022-10-31 11:00:00,13.915207,75.547959,Complainant reported the incident of ordinary theft which occurred near Yelahanka New Town. Investigation taken up.,A
1555,100020013202400017,2024-06-17,Nelamangala PS,Bengaluru Rural,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Charge Sheeted,Bengaluru Rural District & Sessions Court,2024-06-17 16:00:00,13.096669,77.365338,Complainant reported the incident of ordinary theft which occurred near Jayanagar 4th Block. Investigation taken up.,A
1557,100050018202500022,2025-01-05,Belagavi Market PS,Belagavi,FIR,Non-Heinous,Economic Offences,Cheating,Closed - Undetected,Belagavi District & Sessions Court,2025-01-05 20:00:00,15.838455,74.50091,Complainant reported the incident of cheating which occurred near Belagavi Fort Road. Investigation taken up.,C
1558,100070020202300010,2023-12-11,Hubballi Town PS,Hubballi-Dharwad,FIR,Non-Heinous,Crimes Against Property,House Burglary,Charge Sheeted,Hubballi-Dharwad District & Sessions Court,2023-12-11 01:00:00,15.381532,75.133082,Unknown persons broke open the door lock of the complainant's house at Banashankari Temple during night hours and committed theft of gold ornaments and cash worth Rs. 25000.,A
1560,100010007202400016,2024-03-26,KR Market PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Closed - Undetected,Bengaluru City District & Sessions Court,2024-03-26 12:00:00,12.935468,77.568387,Complainant reported the incident of ordinary theft which occurred near Malleshwaram 8th Cross. Investigation taken up.,C
